Frame Number,Timecode,adaptive_ratio (w=2),content_val,delta_edges,delta_hue,delta_lum,delta_sat
81,00:00:01.334,0.7042623544865697,0.12759322478991597,2.1847098214285716,0.10684742647058823,0.06821165966386554,0.20772058823529413
82,00:00:01.351,0.5213536279001034,0.09650735294117647,0.6026785714285714,0.04595588235294118,0.05554096638655462,0.1880252100840336
83,00:00:01.367,1.4920816794205507,0.1994813550420168,1.0714285714285714,0.1992844012605042,0.07612263655462184,0.3230370273109244
84,00:00:01.384,1.5281029232012262,0.20176820728291314,0.3599330357142857,0.230140493697479,0.07901129201680672,0.29615283613445376
85,00:00:01.401,0.5293445020608962,0.10890449929971989,0.26785714285714285,0.0978532037815126,0.0509125525210084,0.17794774159663865
86,00:00:01.417,0.13044044638075528,0.12326024159663866,0.0,0.18434873949579833,0.03827468487394958,0.14715730042016806
87,00:00:01.434,0.3175179720015135,0.29842874649859946,0.33482142857142855,0.5096179096638656,0.08882615546218488,0.2968421743697479
88,00:00:01.451,13.684103653857504,3.1707151610644253,2.75390625,4.910353203781512,0.8086922268907563,3.7931000525210083
89,00:00:01.467,0.38575406018752767,0.35663953081232497,0.7533482142857143,0.5384716386554622,0.10001969537815127,0.4314272584033613
90,00:00:01.484,0.15673639080161103,0.1485031512605042,0.76171875,0.2655921743697479,0.03817620798319328,0.14174107142857142
91,00:00:01.501,0.3941623447111325,0.08045561974789915,0.5608258928571429,0.1485688025210084,0.014476102941176471,0.0783219537815126
92,00:00:01.517,1.8870492175096398,0.18207282913165268,0.4771205357142857,0.28709296218487396,0.045200892857142856,0.21392463235294118
93,00:00:01.534,1.519259211626262,0.1292563900560224,0.008370535714285714,0.203125,0.02813156512605042,0.1565126050420168
94,00:00:01.551,0.25446238043833,0.02772671568627451,0.41015625,0.05819984243697479,0.0048581932773109245,0.020122111344537816
95,00:00:01.567,0.5422222222222223,0.050059086134453784,0.46875,0.12316176470588236,0.0059742647058823525,0.02104122899159664
96,00:00:01.584,1.072244544236981,0.0744594712885154,0.04185267857142857,0.13081013655462184,0.01762736344537815,0.07494091386554622
97,00:00:01.601,2.310605713237654,0.13784576330532214,0.04185267857142857,0.23207720588235295,0.040309873949579834,0.1411502100840336
98,00:00:01.617,0.4372329368287331,0.0621389180672269,0.08370535714285714,0.13363314075630253,0.01132484243697479,0.04145877100840336
99,00:00:01.634,0.3104778090071247,0.05197391456582633,0.08370535714285714,0.09837841386554622,0.010340073529411764,0.04720325630252101
100,00:00:01.651,3.59429845825657,0.30419511554621853,0.33482142857142855,0.42154674369747897,0.13005514705882354,0.3609834558823529
101,00:00:01.667,1.3181045381228473,0.16541929271708683,0.3599330357142857,0.19596901260504201,0.05783876050420168,0.2424501050420168
102,00:00:01.684,0.35149361972588455,0.058998599439775916,0.1171875,0.08649553571428571,0.027015493697478993,0.06348476890756302
103,00:00:01.701,0.7526677732985535,0.08682379201680672,0.25111607142857145,0.14774816176470587,0.03157825630252101,0.08114495798319328
104,00:00:01.717,1.2578714234406803,0.11496629901960785,0.29296875,0.15756302521008403,0.053472951680672266,0.13386292016806722
105,00:00:01.734,1.2839094022505537,0.1220347514005602,0.30970982142857145,0.16153492647058823,0.06417410714285714,0.14039522058823528
106,00:00:01.751,0.8011840157868771,0.0977328431372549,0.20089285714285715,0.14988182773109243,0.05373555672268908,0.0895811449579832
107,00:00:01.767,0.5748927875243665,0.08067445728291317,0.08370535714285714,0.11403623949579832,0.0584952731092437,0.06949185924369748
108,00:00:01.784,1.5576576576576577,0.17026654411764708,0.10044642857142858,0.22016150210084034,0.0705422794117647,0.22009585084033614
109,00:00:01.801,1.4846710136336692,0.1712841386554622,0.12555803571428573,0.22472426470588236,0.07224921218487394,0.21687893907563024
110,00:00:01.817,0.5922060619518151,0.08754595588235294,0.30970982142857145,0.11630120798319328,0.05970982142857143,0.08662683823529412
111,00:00:01.834,0.900442610802908,0.12298669467787116,0.29296875,0.17302389705882354,0.0507155987394958,0.14522058823529413
112,00:00:01.851,1.0024006747842638,0.12678352591036415,0.3515625,0.1718093487394958,0.06345194327731092,0.14508928571428573
113,00:00:01.867,1.2982456140350875,0.1607252275910364,0.17578125,0.24862132352941177,0.06798188025210083,0.16557247899159663
114,00:00:01.884,0.9190157936004182,0.13466167717086835,0.10044642857142858,0.22419905462184875,0.06299238445378151,0.11679359243697479
115,00:00:01.901,0.1259583891907696,0.11077556022408964,0.04185267857142857,0.15867909663865545,0.05816701680672269,0.11548056722689076
116,00:00:01.917,0.20630971696412476,0.187828256302521,0.09207589285714286,0.23595063025210083,0.06351759453781512,0.2640165441176471
117,00:00:01.934,12.340801388301777,3.0346310399159666,4.109933035714286,4.6213235294117645,0.7564666491596639,3.7261029411764706
118,00:00:01.951,0.3916567907086987,0.36160714285714285,0.5608258928571429,0.5023634453781513,0.13888524159663865,0.4435727415966387
119,00:00:01.967,0.34865902643018504,0.3233981092436975,0.6863839285714286,0.5863642331932774,0.11830357142857142,0.2655265231092437
120,00:00:01.984,0.5859340133018385,0.14724483543417366,0.4017857142857143,0.24304096638655462,0.04211528361344538,0.156578256302521
121,00:00:02.001,1.0022365478226551,0.1667104341736695,1.7996651785714286,0.2528230042016807,0.07346376050420168,0.17384453781512604
122,00:00:02.017,1.550116034920986,0.15348170518207285,0.39341517857142855,0.28696165966386555,0.05895483193277311,0.11452862394957983
123,00:00:02.034,0.38056761943238054,0.041228991596638655,0.0,0.0703453256302521,0.023634453781512604,0.02970719537815126
124,00:00:02.051,0.5061661471744139,0.04086790966386555,1.1969866071428572,0.07746848739495799,0.017397584033613446,0.02773765756302521
125,00:00:02.067,1.9210468920392583,0.07228203781512604,1.5569196428571428,0.13166360294117646,0.026391806722689076,0.058790703781512604
126,00:00:02.084,1.5399668824326358,0.055967699579831935,0.016741071428571428,0.0896467962184874,0.02498030462184874,0.05327599789915966
127,00:00:02.101,0.18999874671011402,0.012440913865546218,0.008370535714285714,0.016938025210084032,0.004103203781512605,0.016281512605042018
128,00:00:02.118,0.26886757379730836,0.01978291316526611,0.0,0.031446953781512604,0.005908613445378151,0.021993172268907565
129,00:00:02.134,2.7741720530419136,0.11388305322128851,0.0,0.21142988445378152,0.019235819327731093,0.11098345588235294
130,00:00:02.151,2.6848488821871106,0.11202293417366947,0.0,0.20877100840336135,0.018940388655462184,0.10835740546218488
131,00:00:02.168,0.2871536523929471,0.019957983193277313,0.0,0.031545430672268907,0.006105567226890756,0.02222295168067227
132,00:00:02.184,0.2557318294418384,0.01327249649859944,0.008370535714285714,0.020154936974789917,0.00390625,0.015756302521008403
133,00:00:02.201,1.912176724137931,0.038832720588235295,0.008370535714285714,0.05760898109243697,0.011554621848739496,0.04733455882352941
134,00:00:02.218,1.7708717408480381,0.03678658963585434,0.008370535714285714,0.05163471638655462,0.011521796218487396,0.04720325630252101
135,00:00:02.234,0.21688531527719002,0.011215423669467787,0.008370535714285714,0.014213497899159664,0.003840598739495798,0.0155921743697479
136,00:00:02.251,0.29193424613271945,0.019771971288515405,0.0,0.031446953781512604,0.005908613445378151,0.02196034663865546
137,00:00:02.268,2.7483305227655985,0.11145395658263303,0.0,0.20814732142857142,0.018677783613445378,0.10753676470588236
138,00:00:02.284,2.748330522765598,0.11145395658263303,0.0,0.20814732142857142,0.018677783613445378,0.10753676470588236
139,00:00:02.301,0.29193424613271945,0.019771971288515405,0.0,0.031446953781512604,0.005908613445378151,0.02196034663865546
140,00:00:02.318,0.21905219853609018,0.011215423669467787,0.008370535714285714,0.014213497899159664,0.003840598739495798,0.0155921743697479
141,00:00:02.334,1.8628618922288405,0.03678658963585434,0.008370535714285714,0.05163471638655462,0.011521796218487396,0.04720325630252101
142,00:00:02.351,1.8628618922288405,0.03678658963585434,0.008370535714285714,0.05163471638655462,0.011521796218487396,0.04720325630252101
143,00:00:02.368,0.2190521985360902,0.011215423669467787,0.008370535714285714,0.014213497899159664,0.003840598739495798,0.0155921743697479
144,00:00:02.384,0.08622520190392119,0.019771971288515405,0.0,0.031446953781512604,0.005908613445378151,0.02196034663865546
145,00:00:02.401,0.33495009947222176,0.11145395658263303,0.0,0.20814732142857142,0.018677783613445378,0.10753676470588236
146,00:00:02.418,3.422063001852995,0.757768732492997,0.9375,1.1957392331932772,0.21192226890756302,0.8656446953781513
147,00:00:02.434,1.7897359962439963,0.5422356442577031,1.6238839285714286,0.6983324579831933,0.26286764705882354,0.6655068277310925
148,00:00:02.451,0.49290219317467276,0.21228335084033612,1.8080357142857142,0.3786108193277311,0.0587250525210084,0.19951418067226892
149,00:00:02.468,0.44449003954338584,0.13037246148459386,0.5691964285714286,0.22393644957983194,0.03367909663865546,0.13350183823529413
150,00:00:02.484,2.1662950500668905,0.2923450630252101,2.6283482142857144,0.44577205882352944,0.07687762605042017,0.3543855042016807
151,00:00:02.501,0.9102660098522168,0.12636773459383754,0.016741071428571428,0.17817752100840337,0.03830751050420168,0.16261817226890757
152,00:00:02.518,0.5108684922311504,0.07078300070028011,0.39341517857142855,0.16941307773109243,0.012801995798319327,0.030133928571428572
153,00:00:02.534,0.7171608151863373,0.061799719887955185,0.39341517857142855,0.10067620798319328,0.012801995798319327,0.07192095588235294
154,00:00:02.551,1.0459221303520825,0.07370448179271709,0.008370535714285714,0.0979516806722689,0.04434742647058824,0.07881433823529412
155,00:00:02.568,1.0516227061986207,0.07383578431372549,0.008370535714285714,0.08455882352941177,0.03696165966386555,0.09998686974789917
156,00:00:02.584,0.8310686631918291,0.07545518207282913,0.0,0.1286436449579832,0.021632090336134453,0.07608981092436974
157,00:00:02.601,0.7141499412981495,0.06988576680672269,0.016741071428571428,0.14190519957983194,0.0351234243697479,0.03262867647058824
158,00:00:02.618,1.754131823269902,0.14574579831932774,0.016741071428571428,0.23837972689075632,0.06483061974789917,0.13402704831932774
159,00:00:02.634,0.9295945553826268,0.09639793417366947,0.016741071428571428,0.1478466386554622,0.02606355042016807,0.11528361344537816
160,00:00:02.651,0.7994207795342102,0.09060968137254903,0.025111607142857144,0.16553965336134455,0.05905330882352941,0.04723608193277311
161,00:00:02.668,1.1121885597376755,0.10855435924369748,1.1802455357142858,0.15172006302521007,0.060267857142857144,0.11367515756302521
162,00:00:02.684,1.0423771174673702,0.10267857142857144,0.008370535714285714,0.10349921218487394,0.08416491596638656,0.12037158613445378
163,00:00:02.701,1.0449489216799093,0.10073091736694678,0.1171875,0.10661764705882353,0.09023765756302521,0.1053374474789916
164,00:00:02.718,0.9253940078532624,0.09412202380952382,0.06696428571428571,0.11426601890756302,0.07615546218487394,0.09194459033613446
165,00:00:02.734,0.711492747295396,0.08023678221288515,0.033482142857142856,0.13556985294117646,0.06840861344537816,0.03673188025210084
166,00:00:02.751,1.29224412498924,0.12319459033613445,1.3058035714285714,0.16882221638655462,0.06959033613445378,0.13117121848739496
167,00:00:02.768,1.4289575743330591,0.13304227941176472,0.04185267857142857,0.1947216386554622,0.06919642857142858,0.13520877100840337
168,00:00:02.784,0.6415533243134184,0.0739342612044818,0.04185267857142857,0.12992384453781514,0.04441307773109244,0.04746586134453781
169,00:00:02.801,0.8909972050565398,0.09505208333333333,0.06696428571428571,0.12349002100840337,0.04779411764705882,0.11387211134453781
170,00:00:02.818,1.1741485841459485,0.1096813725490196,0.19252232142857142,0.11190257352941177,0.07914259453781512,0.13799894957983194
171,00:00:02.834,1.1651801227846634,0.1100643382352941,0.10881696428571429,0.11574317226890757,0.07205225840336134,0.14239758403361344
172,00:00:02.851,0.8790158601057342,0.09460346638655463,0.12555803571428573,0.10435267857142858,0.05632878151260504,0.12312893907563026
173,00:00:02.868,0.10214722725444625,0.07850796568627451,0.05022321428571429,0.10793067226890757,0.05258665966386555,0.07500656512605042
174,00:00:02.884,0.1552826752406618,0.1322435224089636,0.21763392857142858,0.15802258403361344,0.06341911764705882,0.17528886554621848
175,00:00:02.901,12.055077037982919,2.7373949579831933,5.189732142857143,4.49156381302521,0.8085280987394958,2.912092962184874
176,00:00:02.918,0.6244786769846437,0.4960171568627451,1.4815848214285714,0.653985031512605,0.14354648109243698,0.6905199579831933
177,00:00:02.934,0.22368433037706803,0.20152748599439774,0.7868303571428571,0.24034926470588236,0.07477678571428571,0.2894564075630252
178,00:00:02.951,0.361610392519178,0.10599396008403361,0.6026785714285714,0.15953256302521007,0.04178702731092437,0.11666228991596639
179,00:00:02.968,1.808939133038856,0.2643776260504202,1.3978794642857142,0.32264311974789917,0.06368172268907563,0.4068080357142857
180,00:00:02.985,1.6205836526719166,0.21054359243697482,0.10044642857142858,0.23076418067226892,0.0546218487394958,0.34624474789915966
181,00:00:03.001,0.365900988311747,0.06653755252100842,0.52734375,0.07149422268907563,0.004726890756302521,0.12339154411764706
182,00:00:03.018,0.5347945205479452,0.08276435574229692,0.39341517857142855,0.09588366596638656,0.010405724789915966,0.14200367647058823
183,00:00:03.035,1.7287927767250029,0.16969756652661064,0.033482142857142856,0.19403230042016806,0.024028361344537816,0.29103203781512604
184,00:00:03.051,1.8533168520807577,0.1722579656862745,0.033482142857142856,0.19029017857142858,0.02219012605042017,0.3042935924369748
185,00:00:03.068,0.47925927292177734,0.07107843137254902,0.0,0.08275341386554622,0.009650735294117647,0.1208311449579832
186,00:00:03.085,0.2913307783798071,0.04824273459383754,0.033482142857142856,0.04831932773109244,0.002921481092436975,0.0934873949579832
187,00:00:03.101,2.1027820273103295,0.2030374649859944,0.07533482142857142,0.22567620798319327,0.04067095588235294,0.34276523109243695
188,00:00:03.118,2.2208347395657557,0.21600358893557425,0.07533482142857142,0.23358718487394958,0.05409663865546219,0.3603269432773109
189,00:00:03.135,0.2995155085550565,0.050901610644257696,0.10881696428571429,0.05045299369747899,0.014935661764705883,0.08731617647058823
190,00:00:03.151,0.5590156142728888,0.08686755952380952,0.05859375,0.09548975840336134,0.022452731092436975,0.14266018907563024
191,00:00:03.168,1.724751723015141,0.17387736344537816,0.04185267857142857,0.18930540966386555,0.03955488445378151,0.29277179621848737
192,00:00:03.185,1.7820799741149191,0.18079262955182074,0.06696428571428571,0.19035582983193278,0.04398634453781513,0.3080357142857143
193,00:00:03.201,0.554490910719083,0.08469012605042016,0.04185267857142857,0.09824711134453781,0.030298056722689076,0.1255252100840336
194,00:00:03.218,0.3590335963556496,0.060366334033613446,0.033482142857142856,0.06702993697478991,0.014180672268907563,0.09988839285714286
195,00:00:03.235,1.940339754531415,0.1959033613445378,0.05859375,0.21701024159663865,0.039751838235294115,0.3309480042016807
196,00:00:03.251,2.2084513489543105,0.21115633753501403,0.025111607142857144,0.23752626050420167,0.044741334033613446,0.3512014180672269
197,00:00:03.268,0.2953716737615114,0.04764093137254902,0.033482142857142856,0.051437762605042014,0.011653098739495799,0.07983193277310924
198,00:00:03.285,0.527251358895255,0.07854079131652662,0.0,0.0901063550420168,0.008698792016806723,0.13681722689075632
199,00:00:03.301,1.7090621429199262,0.1595653886554622,0.033482142857142856,0.17423844537815125,0.021402310924369748,0.28305540966386555
200,00:00:03.318,1.991528545119705,0.1774881827731092,0.04185267857142857,0.19413077731092437,0.03410582983193277,0.30422794117647056
201,00:00:03.335,0.48593360126473784,0.06978728991596639,0.0,0.08163734243697479,0.00856748949579832,0.11915703781512606
202,00:00:03.351,0.15869357417879384,0.048592874649859945,0.033482142857142856,0.048647584033613446,0.0034138655462184874,0.0937171743697479
203,00:00:03.368,0.5457089773490928,0.18881302521008403,0.025111607142857144,0.21257878151260504,0.02534138655462185,0.3285189075630252
204,00:00:03.385,3.526614481409002,0.7887342436974789,0.45200892857142855,1.1197478991596639,0.2025997899159664,1.0438550420168067
205,00:00:03.401,1.5275046878012022,0.47686887254901955,1.4229910714285714,0.6610097163865546,0.1174172794117647,0.6521796218487395
206,00:00:03.418,0.4488900994144082,0.1803330707282913,0.7366071428571429,0.23608193277310924,0.043625262605042014,0.2612920168067227
207,00:00:03.435,0.32499804335916105,0.09087228641456584,0.5106026785714286,0.15355829831932774,0.016609768907563025,0.10244879201680672
208,00:00:03.451,1.8053753475440224,0.2504486169467787,1.3309151785714286,0.3083639705882353,0.0506499474789916,0.39233193277310924
209,00:00:03.468,1.7715652013978296,0.2107843137254902,0.033482142857142856,0.23266806722689076,0.03440126050420168,0.36528361344537813
210,00:00:03.485,0.42126892801820875,0.07290572478991596,0.52734375,0.07976628151260504,0.011784401260504201,0.12716649159663865
211,00:00:03.501,0.3948948686076437,0.061701242997198875,0.39341517857142855,0.07661502100840337,0.009847689075630252,0.09864101890756302
212,00:00:03.518,1.897020963589555,0.16931460084033612,0.033482142857142856,0.19449185924369747,0.0235031512605042,0.28994879201680673
213,00:00:03.535,2.089742737485874,0.171984418767507,0.033482142857142856,0.1908810399159664,0.022091649159663867,0.30298056722689076
214,00:00:03.551,0.33936626590319086,0.0504201680672269,0.0,0.0625328256302521,0.009486607142857142,0.07924107142857142
215,00:00:03.568,0.28919254658385096,0.047761292016806726,0.033482142857142856,0.048089548319327734,0.0029543067226890755,0.09224002100840337
216,00:00:03.585,2.1628852307781012,0.20522584033613445,0.025111607142857144,0.22209821428571427,0.02501313025210084,0.36856617647058826
217,00:00:03.601,2.548762605859293,0.23298538165266106,0.05022321428571429,0.24107142857142858,0.05967699579831933,0.3982077205882353
218,00:00:03.618,0.28101511226938297,0.04837403711484594,0.05859375,0.04247636554621849,0.02471769957983193,0.0779280462184874
219,00:00:03.635,0.39542318694262163,0.06428352591036414,0.008370535714285714,0.07727153361344538,0.01953125,0.09604779411764706
220,00:00:03.651,2.0401919616076785,0.18606661414565825,0.05859375,0.21251313025210083,0.05603335084033614,0.28965336134453784
221,00:00:03.668,1.8985997102848862,0.18284970238095236,0.05859375,0.18874737394957983,0.05570509453781513,0.30409663865546216
222,00:00:03.685,0.43840642414592784,0.06929490546218488,0.0,0.08130908613445378,0.008534663865546218,0.11804096638655462
